"","network_number","dataset_id","type","nnodes","nedges","connectance","linkage_density","network_description","doi","year","first_author","paper_url","ecosystem","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","ID","solar_radiation","ID.1","human_footprint","network_number_list","distance","sq_wasserstein_in_out_location_PERC","sq_wasserstein_in_out_size_PERC","sq_wasserstein_in_out_shape_PERC"
"31","Network #1647","Dataset #168","mutualistic",16,21,0.08203125,1.3125,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,94,20610.5,94,NA,"Network #1647",0.0434565279078265,6.97605471049505,8.81100140024084,84.2129438892641
"32","Network #1648","Dataset #168","mutualistic",20,28,0.07,1.4,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,95,20610.5,95,NA,"Network #1648",0.0843799928353455,53.9359030284809,3.21852769302883,42.8455692784902
"33","Network #1649","Dataset #168","mutualistic",19,21,0.0581717451523546,1.10526315789474,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,96,20610.5,96,NA,"Network #1649",0.147363145910029,46.9941633877768,6.37779242400388,46.6280441882193
"34","Network #1650","Dataset #168","mutualistic",27,36,0.0493827160493827,1.33333333333333,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,97,20610.5,97,NA,"Network #1650",0.0813175046648433,34.1596534378005,16.1778695396202,49.6624770225793
"35","Network #951","Dataset #69","mutualistic",68,91,0.0196799307958478,1.33823529411765,"Plant-polinator interaction in subnival feldfield in the Andrean zone on the Cordon del Cepo in central Chile","10.2307/2442833",1982,"arroyo","http://www.jstor.org/stable/2442833","terrestrial",135.666666666667,264.666666666667,61.6666666666667,5488.66666666667,345,-86,431,187.666666666667,87,201.333333333333,69.3333333333333,457,583.333333333333,351.333333333333,7342,540.666666666667,384,524.333333333333,397.333333333333,98,16673.6666666667,98,8.32347774505615,"Network #951",0.0816428128195356,40.0983595255514,17.7286626969498,42.1729777774988
"36","Network #1614","Dataset #167","mutualistic",56,114,0.0363520408163265,2.03571428571429,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,100,18401,100,11.8654489517212,"Network #1614",0.019802436995647,4.89546463046304,16.6057667764938,78.4987685930432
"37","Network #5022","Dataset #179","mutualistic",37,79,0.0577063550036523,2.13513513513514,"Plant-pollinator network sampled in the Cap de Creus region, Spain; this site is invaded by Carpobrotus affine acinaciformis","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,102,14644.25,102,17,"Network #5022",2.17319615927069e-17,0,0,100
"38","Network #5024","Dataset #179","mutualistic",32,52,0.05078125,1.625,"Plant-pollinator network sampled in the Cap de Creus region, Spain; this site is invaded by Opuntia stricta","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",160,217,52,6572.66666666667,385.333333333333,-34,419.333333333333,241.333333333333,90,245.333333333333,84.3333333333333,763,1111,470.666666666667,22815.6666666667,1052.66666666667,506.333333333333,1042,522,104,14527,104,30.5026359558105,"Network #5024",3.85206236797534e-17,0,0,100
"39","Network #5025","Dataset #179","mutualistic",29,38,0.0451843043995244,1.31034482758621,"Plant-pollinator network sampled in the Cap de Creus region, Spain","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,105,14644.25,105,20.427562713623,"Network #5025",2.80406020650381e-17,0,0,100
"40","Network #5026","Dataset #179","mutualistic",35,50,0.0408163265306122,1.42857142857143,"Plant-pollinator network sampled in the Cap de Creus region, Spain; this site is invaded by Opuntia stricta","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,106,14644.25,106,20.427562713623,"Network #5026",4.64496166397935e-17,0,0,100
"41","Network #1618","Dataset #167","mutualistic",30,37,0.0411111111111111,1.23333333333333,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,107,18401,107,11.8654489517212,"Network #1618",0.0225692803503124,13.8124081172485,12.2851941478726,73.9023977348789
"42","Network #1619","Dataset #167","mutualistic",28,32,0.0408163265306122,1.14285714285714,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,108,18401,108,11.8654489517212,"Network #1619",0.209784445963755,38.9126337208661,17.5475300359339,43.5398362432
"43","Network #1620","Dataset #167","mutualistic",44,64,0.0330578512396694,1.45454545454545,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,109,18401,109,11.8654489517212,"Network #1620",0.0557951235412619,21.3295099839326,21.8592071950537,56.8112828210137
"44","Network #1605","Dataset #167","mutualistic",68,108,0.023356401384083,1.58823529411765,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,110,18401,110,11.8654489517212,"Network #1605",0.00691990329963559,6.09770478305302,1.28827288829501,92.614022328652
"45","Network #1606","Dataset #167","mutualistic",47,72,0.0325939339067451,1.53191489361702,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,111,18401,111,11.8654489517212,"Network #1606",0.0130839941668101,13.6099134789973,6.54146546997669,79.8486210510261
"46","Network #1676","Dataset #173","mutualistic",180,374,0.0115432098765432,2.07777777777778,"Mountain flora-pollinator interactions at Cass, New-Zealand","10.1080/0028825X.1983.10428561",1983,"richard b. primack","https://www.tandfonline.com/doi/pdf/10.1080/0028825X.1983.10428561","terrestrial",76.6666666666667,170.333333333333,58,4029,237.333333333333,-59,296.333333333333,124.333333333333,30,125.666666666667,27.3333333333333,653,897.666666666667,458.333333333333,14810,845.333333333333,488.666666666667,839.333333333333,494.666666666667,112,13934.5,112,7.53377723693848,"Network #1676",0.0537468558656471,22.9639074705304,33.486219948382,43.5498725810876
"47","Network #1653","Dataset #168","mutualistic",24,35,0.0607638888888889,1.45833333333333,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,113,20610.5,113,NA,"Network #1653",0.115890530729573,23.1766717540629,13.0977134591477,63.7256147867893
"48","Network #1654","Dataset #168","mutualistic",24,28,0.0486111111111111,1.16666666666667,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,114,20610.5,114,NA,"Network #1654",0.0982964443554661,21.2257906861958,15.7648780645713,63.0093312492329
"49","Network #1655","Dataset #168","mutualistic",8,6,0.09375,0.75,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,115,20610.5,115,NA,"Network #1655",0.429869269522571,79.1584330174853,7.02834845460328,13.8132185279114
"50","Network #1656","Dataset #168","mutualistic",10,9,0.09,0.9,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,116,20610.5,116,NA,"Network #1656",0.0992978656551508,25.2467102681819,10.3123300307213,64.4409597010968
"51","Network #1657","Dataset #168","mutualistic",22,19,0.0392561983471074,0.863636363636364,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,117,20610.5,117,NA,"Network #1657",0.00906480705226413,3.39939713361015e-29,16.0026476591881,83.9973523408118
"52","Network #1658","Dataset #168","mutualistic",24,31,0.0538194444444444,1.29166666666667,"Plant-pollinator network on Mahé in the Seychelles, Indian Ocean","10.1890/14-0024.1 ",2014,"kaiser-bunbury","https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-0024.1","terrestrial",278.333333333333,29,48.6666666666667,1017,309.333333333333,249.666666666667,59.6666666666667,287.333333333333,269.333333333333,290,265,1780.66666666667,1905.66666666667,1662,7441.66666666667,1865.33333333333,1696.66666666667,1848.66666666667,1713.66666666667,118,20610.5,118,NA,"Network #1658",0.0541363363461306,17.8180618959761,14.1956957620226,67.9862423420013
"53","Network #949","Dataset #69","mutualistic",185,372,0.0108692476260044,2.01081081081081,"Plant-polinator interaction in subandean scrub in the Andrean zone on the Cordon del Cepo in central Chile","10.2307/2442833",1982,"arroyo","http://www.jstor.org/stable/2442833","terrestrial",135.666666666667,264.666666666667,61.6666666666667,5488.66666666667,345,-86,431,187.666666666667,87,201.333333333333,69.3333333333333,457,583.333333333333,351.333333333333,7342,540.666666666667,384,524.333333333333,397.333333333333,119,16673.6666666667,119,8.32347774505615,"Network #949",0.0039588375283408,15.241256053653,9.92899998088964,74.8297439654574
"54","Network #5019","Dataset #179","mutualistic",32,59,0.0576171875,1.84375,"Plant-pollinator network sampled in the Cap de Creus region, Spain","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,121,14644.25,121,NA,"Network #5019",2.17459978595664e-17,0,0,100
"55","Network #5020","Dataset #179","mutualistic",55,114,0.0376859504132231,2.07272727272727,"Plant-pollinator network sampled in the Cap de Creus region, Spain; this site is invaded by Carpobrotus affine acinaciformis","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,122,14644.25,122,13.5604696273804,"Network #5020",3.15398685445963e-17,0,0,100
"56","Network #5021","Dataset #179","mutualistic",37,66,0.0482103725346969,1.78378378378378,"Plant-pollinator network sampled in the Cap de Creus region, Spain","10.1007/s00442-007-0946-1",2008,"ignasi bartomeus","https://doi.org/10.1007/s00442-007-0946-1","terrestrial",173,197.333333333333,50.3333333333333,6406,386,-6,392,251,106.333333333333,256,99,784,1117.66666666667,504.333333333333,21854.6666666667,1061.66666666667,539,1047,555.666666666667,123,14644.25,123,17,"Network #5021",2.04446475170199e-17,0,0,100
"57","Network #1672","Dataset #170","mutualistic",85,500,0.069204152249135,5.88235294117647,"Bird-fruit interaction in a lowland rain forest, Malaysia","10.1017/s0266467400003850",1989,"lambert","https://www.jstor.org/stable/pdf/2559409.pdf?refreqid=excelsior%3A72357767be7dcb8f484b6520a19a615f","terrestrial",256,96,79.6666666666667,524.666666666667,315.666666666667,195.333333333333,120.666666666667,260.333333333333,251,261.333333333333,250.333333333333,1766.66666666667,1870.66666666667,1659.33333333333,6098,1837,1700.33333333333,1820.66666666667,1708.66666666667,124,16081.75,124,7.45296478271484,"Network #1672",0.0113079297028406,46.9610661643113,0.630244367210617,52.4086894684781
"58","Network #1673","Dataset #171","mutualistic",61,66,0.0177371674281107,1.08196721311475,"Bird-fruit interaction at Crater Mountain Biological Research Station, Papua New Guinea","10.1071/mu9960089",1996,"mack and wright","https://www.tandfonline.com/doi/abs/10.1071/MU9960089","terrestrial",220.666666666667,87.3333333333333,71.3333333333333,825.333333333333,278.666666666667,155.666666666667,123.333333333333,227,213,229,211.333333333333,1600,1702,1466.66666666667,6908.66666666667,1666,1523.33333333333,1648.33333333333,1538,125,15949,125,8.8825216293335,"Network #1673",0.00689970878635534,12.1185879208413,0.000329529574180203,87.8810825495845
"59","Network #934","Dataset #62","mutualistic",27,52,0.0713305898491084,1.92592592592593,"Pollination networks of the Mauritian Ile aux Aigrettes","10.1046/j.1472-4642.2002.00148.x",2002,"olesen","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1472-4642.2002.00148.x","terrestrial",265.666666666667,71,51.6666666666667,2243,339,200.333333333333,138.666666666667,289.666666666667,240.333333333333,292.333333333333,238,1459.33333333333,1776.66666666667,1192,20333.6666666667,1722.33333333333,1230.33333333333,1691,1244.33333333333,130,18571.1666666667,130,NA,"Network #934",0.0286875709338187,34.8803743007824,7.43723076778416,57.6823949314334
"60","Network #935","Dataset #62","mutualistic",22,30,0.0619834710743802,1.36363636363636,"Pollination networks of the Azorean Flores island","10.1046/j.1472-4642.2002.00148.x",2002,"olesen","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1472-4642.2002.00148.x","terrestrial",190,62.3333333333333,39.3333333333333,3310.66666666667,278.333333333333,118.666666666667,159.333333333333,234.333333333333,156,235,155,1082.66666666667,1410.33333333333,859.333333333333,19483,1357,879.666666666667,1354.66666666667,883.666666666667,131,13219,131,NA,"Network #935",0.0202321253054955,27.8290712013836,2.09516065573511,70.0757681428813
"61","Network #1675","Dataset #173","mutualistic",78,120,0.019723865877712,1.53846153846154,"Mountain flora-pollinator interactions at Arthurs pass, New-Zealand","10.1080/0028825X.1983.10428561",1983,"richard b. primack","https://www.tandfonline.com/doi/pdf/10.1080/0028825X.1983.10428561","terrestrial",82.3333333333333,160.666666666667,58.3333333333333,3797,230.333333333333,-47.6666666666667,278,127,39,128.333333333333,35.3333333333333,664.666666666667,901,478.333333333333,14223.6666666667,851.666666666667,508.666666666667,844.333333333333,516.666666666667,132,13639.8333333333,132,14.68665599823,"Network #1675",0.0530445314402833,6.46928616720553,19.2526636794884,74.2780501533061
"62","Network #1616","Dataset #167","mutualistic",48,75,0.0325520833333333,1.5625,"Plant-pollinator system at two sites in Black River Gorges National Park, Mauritius","10.1111/j.1461-0248.2009.01437.x",2010,"kaiser-bunbury","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2009.01437.x","terrestrial",262,62,48.6666666666667,2155.33333333333,327.333333333333,202.333333333333,124.666666666667,285.666666666667,237.666666666667,287.333333333333,235.666666666667,1483.66666666667,1802.33333333333,1216.33333333333,20413.6666666667,1747,1253,1723,1264.66666666667,133,18401,133,11.8654489517212,"Network #1616",0.00275786193528006,2.51403005752352e-28,10.0037508321606,89.9962491678394
